timestamp,episode,step,fail_reason,action_type,floor,tileX,tileY,rotation,aimSector
2026-04-14 23:57:18,70,6,BAD_SOCKET,WALL,7,3,4,0,12
2026-04-14 23:57:19,70,1,BAD_SOCKET,TRIANGLE_FLOOR,7,4,3,1,12
2026-04-14 23:57:19,70,2,BAD_SOCKET,FLOOR,1,4,3,1,12
2026-04-14 23:57:20,70,7,BAD_SOCKET,WALL,3,4,3,2,12
2026-04-14 23:57:22,70,4,BAD_SOCKET,WALL,4,4,5,3,12
2026-04-14 23:57:24,70,6,BAD_SOCKET,WALL,7,3,4,0,12
2026-04-14 23:57:27,70,7,BAD_SOCKET,WALL,3,4,3,2,12
2026-04-14 23:59:41,75,2,BAD_SOCKET,DOORWAY,7,4,3,2,12
2026-04-14 23:59:43,75,4,BAD_SOCKET,FLOOR,5,5,4,1,12
2026-04-14 23:59:44,75,2,BAD_SOCKET,DOORWAY,7,4,3,2,12
2026-04-14 23:59:45,75,5,BAD_SOCKET,FLOOR,5,5,4,2,12
2026-04-14 23:59:45,75,6,BAD_SOCKET,FLOOR,3,4,3,0,12
2026-04-14 23:59:47,75,4,BAD_SOCKET,FLOOR,5,5,4,1,12
2026-04-14 23:59:47,75,7,NO_SUPPORT,LOOT_ROOM,1,4,4,2,12
2026-04-14 23:59:49,75,5,BAD_SOCKET,FLOOR,5,5,4,2,12
2026-04-14 23:59:49,75,6,BAD_SOCKET,FLOOR,3,4,3,0,12
2026-04-14 23:59:51,75,7,NO_SUPPORT,LOOT_ROOM,1,4,4,2,12
